0,0,7.8,,7.8,0
1,-0.017453293,7.8,,7.798812022,-0.13612877
2,-0.034906585,7.8,,7.795248451,-0.272216074
3,-0.052359878,7.8,,7.789310371,-0.408220459
4,-0.06981317,7.8,,7.780999592,-0.544100495
5,-0.087266463,7.8,,7.770318645,-0.679814793
6,-0.104719755,7.8,,7.757270784,-0.815322013
7,-0.122173048,7.8,,7.741859983,-0.950580879
8,-0.13962634,0,,0,0
9,-0.157079633,7.7,,7.605200223,-1.204545381
10,-0.174532925,7.7,,7.583019698,-1.337090968
11,-0.191986218,7.7,,7.558529313,-1.469229264
12,-0.20943951,7.7,,7.531736526,-1.600920019
13,-0.226892803,7.7,,7.502649499,-1.732123118
14,-0.244346095,7.7,,7.471277092,-1.862798596
15,-0.261799388,7.7,,7.437628862,-1.992906647
16,-0.27925268,7.7,,7.401715059,-2.12240764
17,-0.296705973,7.7,,7.363546621,-2.251262126
18,-0.314159265,7.7,,7.323135175,-2.379430857
19,-0.331612558,7.7,,7.280493032,-2.506874789
20,-0.34906585,7.7,,7.23563318,-2.633555104
21,-0.366519143,7.7,,7.188569284,-2.759433211
22,-0.383972435,7.7,,7.13931568,-2.884470769
23,-0.401425728,7.7,,7.087887372,-3.008629689
24,-0.41887902,8.4,,7.673781844,-3.416587802
25,-0.436332313,7.7,,6.97856996,-3.254160615
26,-0.453785606,8.4,,7.549869989,-3.682317633
27,-0.471238898,8.4,,7.484454803,-3.813520198
28,-0.488692191,0,,0,0
29,-0.506145483,8.4,,7.34680554,-4.07240081
30,-0.523598776,8.6,,7.447818473,-4.3
31,-0.541052068,8.4,,7.200205326,-4.326319829
32,-0.558505361,9.1,,7.717237675,-4.822265305
33,-0.575958653,9.5,,7.967370395,-5.174070833
34,-0.593411946,9.5,,7.875856939,-5.312332583
35,-0.610865238,9.5,,7.781944421,-5.448976145
36,-0.628318531,9.5,,7.685661447,-5.583959897
37,-0.645771823,9.9,,7.906491549,-5.957968729
38,-0.663225116,9.9,,7.801306461,-6.095048606
39,-0.680678408,9.9,,7.693745018,-6.230271871
40,-0.698131701,9.9,,7.583839987,-6.363597336
41,-0.715584993,10.3,,7.773508676,-6.757407999
42,-0.733038286,10.3,,7.654391702,-6.892045245
43,-0.750491578,11.8,,8.629973679,-8.047580649
44,-0.767944871,11.8,,8.488209644,-8.196968771
45,-0.785398163,11.8,,8.343860018,-8.343860018
46,-0.802851456,11.8,,8.196968771,-8.488209644
47,-0.820304748,11.8,,8.047580649,-8.629973679
48,-0.837758041,11.8,,7.895741155,-8.769108941
49,-0.855211333,11.8,,7.741496542,-8.905573047
50,-0.872664626,0,,0,0
51,-0.890117919,32.6,,20.51584475,-25.33495834
52,-0.907571211,24.7,,15.20683844,-19.46386561
53,-0.925024504,24.7,,14.86483107,-19.7262971
54,-0.942477796,24.7,,14.51829573,-19.98271976
55,-0.959931089,0,,0,0
56,-0.977384381,24.7,,13.81206472,-20.47722804
57,-0.994837674,24.7,,13.45258416,-20.71516303
58,-1.012290966,23.3,,12.34711886,-19.75952064
59,-1.029744259,21.7,,11.17632623,-18.60053043
60,-1.047197551,22.1,,11.05,-19.13916142
61,-1.064650844,22.1,,10.71429261,-19.32909553
62,-1.082104136,21.7,,10.18753291,-19.15996277
63,-1.099557429,22.1,,10.03319004,-19.69124418
64,-1.117010721,22.1,,9.688002344,-19.86334842
65,-1.134464014,21.2,,8.959507149,-19.21372509
66,-1.151917306,21.9,,8.907532483,-20.00664552
67,-1.169370599,21.9,,8.557011714,-20.15905629
68,-1.186823891,21.9,,8.203884396,-20.30532642
69,-1.204277184,22,,7.88409489,-20.53876938
70,-1.221730476,23.4,,8.003271354,-21.98880733
71,-1.239183769,25.1,,8.171760677,-23.73251625
72,-1.256637061,19.9,,6.149438188,-18.92602467
73,-1.274090354,19.9,,5.818196924,-19.03046464
74,-1.291543646,19.5,,5.374928438,-18.74460307
75,-1.308996939,19.5,,5.046971379,-18.83555361
76,-1.326450232,19.5,,4.717476964,-18.92076666
77,-1.343903524,19.5,,4.38654556,-19.00021626
78,-1.361356817,0,,0,0
79,-1.378810109,19.5,,3.72077541,-19.14173008
80,-1.396263402,19.5,,3.386139465,-19.20375118
81,-1.413716694,19,,2.972254836,-18.76607847
82,-1.431169987,19,,2.644288918,-18.81509331
83,-1.448623279,19,,2.315517525,-18.85837688
84,-1.466076572,19,,1.986040802,-18.89591601
85,-1.483529864,19,,1.655959112,-18.92769926
86,-1.500983157,19,,1.325373001,-18.95371695
87,-1.518436449,19,,0.994383169,-18.97396116
88,-1.535889742,19,,0.663090437,-18.98842571
89,-1.553343034,19,,0.331595722,-18.99710621
90,-1.570796327,19,,1.16389E-15,-19
89,-1.553343034,19,,0.331595722,-18.99710621
88,-1.535889742,19,,0.663090437,-18.98842571
87,-1.518436449,19,,0.994383169,-18.97396116
86,-1.500983157,19,,1.325373001,-18.95371695
85,-1.483529864,19,,1.655959112,-18.92769926
84,-1.466076572,19,,1.986040802,-18.89591601
83,-1.448623279,19,,2.315517525,-18.85837688
82,-1.431169987,19,,2.644288918,-18.81509331
81,-1.413716694,19,,2.972254836,-18.76607847
80,-1.396263402,19,,3.299315376,-18.71134731
79,-1.378810109,19,,3.625370912,-18.65091649
78,-1.361356817,19,,3.950322126,-18.58480441
77,-1.343903524,19,,4.274070033,-18.51303123
76,-1.326450232,19,,4.596516016,-18.4356188
75,-1.308996939,19,,4.917561857,-18.3525907
74,-1.291543646,19,,5.237109761,-18.26397222
73,-1.274090354,19,,5.55506239,-18.16979036
72,-1.256637061,19,,5.871322893,-18.07007381
71,-1.239183769,19.5,,6.348579012,-18.43761222
