0,33.4
1,33.4
2,33.4
3,32.8
4,32.8
5,33.0
6,33.0
7,32.9
8,32.8
9,33.2
10,33.4
11,33.4
12,33.4
13,33.4
14,33.0
15,33.4
16,33.4
17,33.4
18,33.4
19,33.4
20,33.4
21,33.4
22,33.4
23,33.4
24,33.4
25,33.6
26,33.6
27,33.6
28,34.0
29,34.0
30,34.1
31,34.0
32,34.0
33,34.0
34,34.7
35,34.7
36,34.7
37,34.7
38,34.8
39,34.8
40,34.8
41,34.8
42,35.5
43,36.1
44,36.6
45,36.2
46,36.6
47,36.1
48,37.0
49,38.9
50,38.9
51,38.5
52,38.5
53,38.5
54,38.5
55,38.5
56,38.5
57,38.5
58,32.6
59,32.4
60,32.6
61,32.6
62,32.6
63,32.6
64,32.6
65,32.6
66,32.6
67,32.6
68,32.6
69,32.6
70,32.6
71,32.6
72,32.6
73,16.2
74,16.2
75,16.2
76,16.2
77,16.2
78,15.8
79,14.9
80,14.9
81,14.7
82,14.7
83,14.7
84,14.5
85,14.5
86,14.5
87,13.8
88,13.8
89,13.8
90,13.8
91,13.8
92,13.8
93,13.8
94,13.8
95,13.8
96,13.8
97,13.8
98,13.8
99,13.8
100,13.8
101,13.8
102,13.8
103,13.8
104,13.8
105,13.8
106,13.8
107,13.8
108,13.8
109,13.8
110,13.8
111,14.5
112,14.5
113,14.5
114,14.5
115,14.7
116,14.7
117,14.7
118,14.7
119,14.9
120,14.9
121,14.9
122,15.6
123,14.9
124,15.6
125,16.6
126,16.6
127,16.6
128,16.6
129,16.6
130,16.6
131,16.6
132,16.6
133,16.6
134,16.6
135,16.6
134,16.6
133,16.6
132,16.6
131,16.6
130,16.6
129,16.6
128,16.6
127,16.6
126,16.6
125,16.6
124,16.6
123,16.6
122,16.6
121,16.6
120,16.6
119,16.6
118,16.6
117,16.6
116,16.6
115,16.6
114,16.6
113,16.6
112,15.7
111,15.6
110,15.6
109,14.9
108,14.9
107,14.7
106,14.9
105,14.7
104,14.7
103,14.5
102,14.7
101,13.8
100,13.8
99,13.8
98,13.8
97,13.8
96,13.8
95,13.8
94,13.8
93,13.8
92,13.8
91,13.8
90,13.8
89,13.8
88,13.7
87,13.8
86,13.8
85,13.8
84,13.8
83,13.8
82,13.8
81,13.8
80,13.8
79,13.8
78,13.8
77,13.8
76,13.8
75,14.3
74,14.3
73,14.3
72,14.7
71,14.3
70,14.7
69,14.3
68,14.7
67,14.7
66,14.9
65,15.4
64,15.4
63,15.4
62,16.2
61,16.2
60,16.6
59,17.5
58,17.5
57,17.5
56,17.5
55,17.5
54,17.5
53,17.5
52,17.5
51,17.5
50,17.5
49,17.5
48,17.5
47,32.6
46,32.6
45,32.6
44,36.7
43,36.7
42,36.7
41,36.7
40,36.7
39,36.7
38,36.7
37,37.6
36,37.6
35,37.0
34,36.4
33,36.6
32,36.6
31,36.4
30,35.5
29,35.7
28,34.8
27,34.7
26,34.9
25,34.5
24,34.5
23,34.5
22,34.5
21,34.5
20,34.0
19,33.8
18,33.8
17,33.8
16,33.8
15,33.8
14,33.8
13,33.8
12,33.4
11,33.4
10,33.4
9,33.4
8,33.4
7,32.9
6,32.9
5,32.9
4,32.9
3,32.9
2,32.8
1,32.8
0,32.8
-1,32.8
-2,32.8
-3,32.8
-4,32.8
-5,32.8
-6,32.8
-7,32.8
-8,32.8
-9,32.8
-10,32.8
-11,32.8
-12,32.8
-13,32.8
-14,32.8
-15,32.8
-16,32.8
-17,32.8
-18,32.8
-19,32.9
-20,33.4
-21,33.4
-22,33.4
-23,33.4
-24,33.4
-25,33.4
-26,33.4
-27,33.4
-28,33.4
-29,33.4
-30,33.4
-31,33.4
-32,33.4
-33,33.8
-34,33.8
-35,34.0
-36,33.6
-37,34.0
-38,33.6
-39,33.6
-40,34.5
-41,35.3
-42,35.3
-43,34.8
-44,34.8
-45,35.5
-46,35.5
-47,34.8
-48,34.7
-49,39.2
-50,39.2
-51,39.2
-52,39.2
-53,39.2
-54,39.2
-55,39.2
-56,39.2
-57,39.2
-58,39.2
-59,38.3
-60,38.3
-61,38.3
-62,38.3
-63,38.3
-64,37.2
-65,37.2
-66,37.6
-67,37.6
-68,37.6
-69,37.6
-70,37.6
-71,37.6
-72,37.6
-73,37.6
-74,37.6
-75,37.6
-76,37.6
-77,37.6
-78,37.6
-79,37.6
-80,12.2
-81,11.8
-82,12.2
-83,12.2
-84,11.8
-85,11.8
-86,11.8
-87,11.3
-88,11.2
-89,11.2
-90,11.2
-91,11.2
-92,11.2
-93,11.2
-94,11.2
-95,11.2
-96,11.2
-97,11.2
-98,10.7
-99,10.7
-100,10.7
-101,10.7
-102,10.7
-103,10.7
-104,10.7
-105,10.7
-106,10.7
-107,10.7
-108,10.6
-109,10.7
-110,10.7
-111,10.7
-112,10.7
-113,10.7
-114,10.3
-115,10.3
-116,10.7
-117,11.2
-118,11.2
-119,11.2
-120,11.2
-121,11.2
-122,11.2
-123,11.2
-124,11.2
-125,11.2
-126,11.3
-127,11.3
-128,11.3
-129,12.2
-130,12.0
-131,12.0
-132,12.0
-133,11.3
-134,11.3
-135,12.2
-134,12.6
-133,13.5
-132,14.5
-131,13.5
-130,13.5
-129,13.5
-128,13.5
-127,13.5
-126,13.5
-125,13.0
-124,13.5
-123,13.5
-122,13.0
-121,12.0
-120,12.0
-119,12.0
-118,12.0
-117,12.0
-116,12.0
-115,11.3
-114,10.9
-113,10.9
-112,10.9
-111,10.9
-110,10.9
-109,10.9
-108,10.9
-107,10.3
-106,10.3
-105,10.3
-104,10.3
-103,10.3
-102,10.3
-101,10.3
-100,10.3
-99,10.3
-98,10.3
-97,10.3
-96,10.3
-95,10.3
-94,10.3
-93,10.3
-92,10.3
-91,10.3
-90,10.3
-89,10.3
-88,10.3
-87,10.3
-86,10.3
-85,10.3
-84,10.3
-83,10.3
-82,10.3
-81,10.3
-80,10.3
-79,10.7
-78,11.0
-77,10.3
-76,10.9
-75,10.5
-74,10.9
-73,10.9
-72,10.9
-71,10.9
-70,10.9
-69,11.4
-68,11.4
-67,12.0
-66,11.8
-65,11.8
-64,12.1
-63,12.8
-62,13.0
-61,13.0
-60,13.0
-59,13.0
-58,13.0
-57,13.0
-56,13.0
-55,13.0
-54,13.0
-53,13.0
-52,13.0
-51,13.0
-50,38.0
-49,38.0
-48,38.0
-47,38.5
-46,36.2
-45,35.7
-44,35.7
-43,35.7
-42,35.7
-41,35.7
-40,36.5
-39,35.7
-38,35.5
-37,35.5
-36,35.7
-35,36.4
-34,36.4
-33,36.4
-32,36.4
-31,37.4
-30,34.0
-29,34.0
-28,33.8
-27,34.7
-26,34.7
-25,34.8
-24,34.7
-23,34.7
-22,34.7
-21,33.6
-20,33.6
-19,33.6
-18,33.6
-17,33.6
-16,33.6
-15,33.6
-14,33.6
-13,33.6
-12,33.6
-11,33.4
-10,33.6
-9,33.4
-8,33.4
-7,33.4
-6,33.4
-5,33.4
-4,33.4
-3,33.0
-2,33.4
-1,33.0
0,33.0
1,33.4
2,33.4
3,33.2
4,33.4
5,33.0
6,33.4
7,33.0
8,33.4
9,33.4
10,33.4
11,33.0
12,33.4
13,33.4
14,33.4
15,33.4
16,33.4
17,33.4
18,33.4
19,33.4
20,33.4
21,33.4
22,33.6
23,33.4
24,33.4
25,33.4
26,33.4
27,33.4
28,34.0
29,34.0
30,34.0
31,34.0
32,34.0
33,34.5
34,34.5
35,34.5
36,34.7
37,34.7
38,34.7
39,34.7
40,34.8
41,34.8
42,36.1
43,36.1
44,36.1
45,36.1
46,36.1
47,38.0
48,37.4
49,37.4
50,38.0
51,38.0
52,38.0
53,38.0
54,38.0
55,38.0
56,38.0
57,38.0
58,38.0
59,38.0
60,32.6
61,32.6
62,32.6
63,32.6
64,32.6
65,32.6
66,32.6
67,32.6
68,32.6
69,32.6
70,32.6
71,32.6
72,16.2
73,16.2
74,15.6
75,14.9
76,14.9
77,14.9
78,14.9
79,14.7
80,14.7
81,14.9
82,14.7
83,14.7
84,14.7
85,14.3
86,13.8
87,13.8
88,13.8
89,13.8
90,13.8
91,13.8
92,13.8
93,13.8
94,13.8
95,13.8
96,13.8
97,13.8
98,13.8
99,13.8
100,13.8
101,13.8
102,13.8
103,13.8
104,13.8
105,13.8
106,13.8
107,13.8
108,13.8
109,13.8
110,13.8
111,14.3
112,14.7
113,14.5
114,14.5
115,14.5
116,14.5
117,14.5
118,14.7
119,14.7
120,14.9
121,14.9
122,15.6
123,15.6
124,15.6
125,15.7
126,16.6
127,16.6
128,16.6
129,16.6
130,16.6
131,16.6
132,16.6
133,16.6
134,16.6
135,16.6
134,16.6
133,16.6
132,16.6
131,16.6
130,16.6
129,16.6
128,16.6
127,16.6
126,16.6
125,16.6
124,16.6
123,16.6
122,16.6
121,16.6
120,16.6
119,16.6
118,16.6
117,16.6
116,16.6
115,16.6
114,16.6
113,16.6
112,16.6
111,15.7
110,15.6
109,14.9
108,14.9
107,14.7
106,14.9
105,14.9
104,14.7
103,14.7
102,14.5
101,14.5
100,14.5
99,14.5
98,13.8
97,13.8
96,13.8
95,13.8
94,13.8
93,13.8
92,13.8
91,13.8
90,13.8
89,13.8
